trial,trial_type,intended_slider_value,n_chopping_boards,n_counters,model_agents,model_model,model_recipe,model_seed,model_settings,timesteps,agent_pauses,agent_collisions,was_successful
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,11,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,12,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,13,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,14,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,15,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,16,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,17,agents=2-model=greedy_greedy-recipe=Salad,48,12,0,True
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,18,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,19,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_13,cooks,75.0,1,4,2,greedy_greedy,Salad,20,agents=2-model=greedy_greedy-recipe=Salad,96,57,2,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,1,agents=2-model=bd_bd-recipe=Salad,27,3,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,2,agents=2-model=bd_bd-recipe=Salad,27,4,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,3,agents=2-model=bd_bd-recipe=Salad,25,2,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,4,agents=2-model=bd_bd-recipe=Salad,27,7,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,5,agents=2-model=bd_bd-recipe=Salad,26,4,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,6,agents=2-model=bd_bd-recipe=Salad,27,6,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,7,agents=2-model=bd_bd-recipe=Salad,27,4,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,8,agents=2-model=bd_bd-recipe=Salad,26,3,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,9,agents=2-model=bd_bd-recipe=Salad,27,7,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,10,agents=2-model=bd_bd-recipe=Salad,33,8,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,11,agents=2-model=bd_bd-recipe=Salad,32,8,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,12,agents=2-model=bd_bd-recipe=Salad,27,5,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,13,agents=2-model=bd_bd-recipe=Salad,33,8,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,14,agents=2-model=bd_bd-recipe=Salad,26,4,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,15,agents=2-model=bd_bd-recipe=Salad,27,4,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,16,agents=2-model=bd_bd-recipe=Salad,28,4,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,17,agents=2-model=bd_bd-recipe=Salad,27,3,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,18,agents=2-model=bd_bd-recipe=Salad,26,5,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,19,agents=2-model=bd_bd-recipe=Salad,27,6,0,True
trial_14,cooks,75.0,2,6,2,bd_bd,Salad,20,agents=2-model=bd_bd-recipe=Salad,29,6,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,1,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,2,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,3,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,4,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,5,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,6,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,7,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,8,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,9,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,10,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,11,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,12,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,13,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,14,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,15,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,16,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,17,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,18,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,19,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,1,greedy,Salad,20,agents=1-model=greedy-recipe=Salad,40,0,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,1,agents=2-model=greedy_greedy-recipe=Salad,44,23,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,2,agents=2-model=greedy_greedy-recipe=Salad,40,10,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,3,agents=2-model=greedy_greedy-recipe=Salad,32,10,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,4,agents=2-model=greedy_greedy-recipe=Salad,23,2,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,5,agents=2-model=greedy_greedy-recipe=Salad,35,10,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,6,agents=2-model=greedy_greedy-recipe=Salad,25,4,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,7,agents=2-model=greedy_greedy-recipe=Salad,48,22,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,8,agents=2-model=greedy_greedy-recipe=Salad,35,7,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,9,agents=2-model=greedy_greedy-recipe=Salad,26,6,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,10,agents=2-model=greedy_greedy-recipe=Salad,30,6,1,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,11,agents=2-model=greedy_greedy-recipe=Salad,30,8,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,12,agents=2-model=greedy_greedy-recipe=Salad,30,8,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,13,agents=2-model=greedy_greedy-recipe=Salad,34,9,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,14,agents=2-model=greedy_greedy-recipe=Salad,28,6,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,15,agents=2-model=greedy_greedy-recipe=Salad,28,4,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,16,agents=2-model=greedy_greedy-recipe=Salad,33,12,1,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,17,agents=2-model=greedy_greedy-recipe=Salad,23,2,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,18,agents=2-model=greedy_greedy-recipe=Salad,28,6,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,19,agents=2-model=greedy_greedy-recipe=Salad,54,26,0,True
trial_14,cooks,75.0,2,6,2,greedy_greedy,Salad,20,agents=2-model=greedy_greedy-recipe=Salad,60,23,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,1,agents=2-model=bd_bd-recipe=Salad,34,14,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,2,agents=2-model=bd_bd-recipe=Salad,40,16,1,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,3,agents=2-model=bd_bd-recipe=Salad,100,49,0,False
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,4,agents=2-model=bd_bd-recipe=Salad,34,9,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,5,agents=2-model=bd_bd-recipe=Salad,31,13,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,6,agents=2-model=bd_bd-recipe=Salad,38,19,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,7,agents=2-model=bd_bd-recipe=Salad,35,19,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,8,agents=2-model=bd_bd-recipe=Salad,39,11,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,9,agents=2-model=bd_bd-recipe=Salad,43,10,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,10,agents=2-model=bd_bd-recipe=Salad,100,49,0,False
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,11,agents=2-model=bd_bd-recipe=Salad,100,50,0,False
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,12,agents=2-model=bd_bd-recipe=Salad,31,20,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,13,agents=2-model=bd_bd-recipe=Salad,43,13,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,14,agents=2-model=bd_bd-recipe=Salad,75,20,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,15,agents=2-model=bd_bd-recipe=Salad,34,15,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,16,agents=2-model=bd_bd-recipe=Salad,51,20,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,17,agents=2-model=bd_bd-recipe=Salad,33,12,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,18,agents=2-model=bd_bd-recipe=Salad,100,50,0,False
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,19,agents=2-model=bd_bd-recipe=Salad,43,25,0,True
trial_15,cooks,87.5,1,9,2,bd_bd,Salad,20,agents=2-model=bd_bd-recipe=Salad,100,49,0,False
trial_15,cooks,87.5,1,9,1,greedy,Salad,1,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,2,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,3,agents=1-model=greedy-recipe=Salad,57,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,4,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,5,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,6,agents=1-model=greedy-recipe=Salad,59,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,7,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,8,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,9,agents=1-model=greedy-recipe=Salad,57,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,10,agents=1-model=greedy-recipe=Salad,59,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,11,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,12,agents=1-model=greedy-recipe=Salad,57,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,13,agents=1-model=greedy-recipe=Salad,59,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,14,agents=1-model=greedy-recipe=Salad,57,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,15,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,16,agents=1-model=greedy-recipe=Salad,57,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,17,agents=1-model=greedy-recipe=Salad,63,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,18,agents=1-model=greedy-recipe=Salad,57,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,19,agents=1-model=greedy-recipe=Salad,59,0,0,True
trial_15,cooks,87.5,1,9,1,greedy,Salad,20,agents=1-model=greedy-recipe=Salad,57,0,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,1,agents=2-model=greedy_greedy-recipe=Salad,54,20,1,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,2,agents=2-model=greedy_greedy-recipe=Salad,100,12,3,False
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,3,agents=2-model=greedy_greedy-recipe=Salad,100,40,0,False
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,4,agents=2-model=greedy_greedy-recipe=Salad,63,22,1,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,6,agents=2-model=greedy_greedy-recipe=Salad,72,20,1,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,7,agents=2-model=greedy_greedy-recipe=Salad,90,19,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,8,agents=2-model=greedy_greedy-recipe=Salad,79,29,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,9,agents=2-model=greedy_greedy-recipe=Salad,100,24,5,False
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,10,agents=2-model=greedy_greedy-recipe=Salad,99,24,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,11,agents=2-model=greedy_greedy-recipe=Salad,59,21,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,12,agents=2-model=greedy_greedy-recipe=Salad,74,31,1,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,13,agents=2-model=greedy_greedy-recipe=Salad,72,21,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,14,agents=2-model=greedy_greedy-recipe=Salad,59,12,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,15,agents=2-model=greedy_greedy-recipe=Salad,66,8,1,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,16,agents=2-model=greedy_greedy-recipe=Salad,100,25,0,False
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,17,agents=2-model=greedy_greedy-recipe=Salad,72,23,1,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,18,agents=2-model=greedy_greedy-recipe=Salad,100,28,0,False
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,19,agents=2-model=greedy_greedy-recipe=Salad,69,24,0,True
trial_15,cooks,87.5,1,9,2,greedy_greedy,Salad,20,agents=2-model=greedy_greedy-recipe=Salad,85,26,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,1,agents=2-model=bd_bd-recipe=Salad,29,8,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,2,agents=2-model=bd_bd-recipe=Salad,29,6,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,3,agents=2-model=bd_bd-recipe=Salad,29,10,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,4,agents=2-model=bd_bd-recipe=Salad,29,8,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,5,agents=2-model=bd_bd-recipe=Salad,100,2,1,False
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,6,agents=2-model=bd_bd-recipe=Salad,31,6,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,7,agents=2-model=bd_bd-recipe=Salad,36,11,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,8,agents=2-model=bd_bd-recipe=Salad,40,16,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,9,agents=2-model=bd_bd-recipe=Salad,34,7,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,10,agents=2-model=bd_bd-recipe=Salad,29,10,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,11,agents=2-model=bd_bd-recipe=Salad,33,16,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,12,agents=2-model=bd_bd-recipe=Salad,35,14,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,13,agents=2-model=bd_bd-recipe=Salad,41,12,4,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,14,agents=2-model=bd_bd-recipe=Salad,31,7,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,15,agents=2-model=bd_bd-recipe=Salad,39,15,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,16,agents=2-model=bd_bd-recipe=Salad,37,7,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,17,agents=2-model=bd_bd-recipe=Salad,27,4,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,18,agents=2-model=bd_bd-recipe=Salad,34,9,2,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,19,agents=2-model=bd_bd-recipe=Salad,40,25,0,True
trial_16,cooks,87.5,2,4,2,bd_bd,Salad,20,agents=2-model=bd_bd-recipe=Salad,35,21,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,1,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,2,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,3,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,4,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,5,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,6,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,7,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,8,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,9,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,10,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,11,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,12,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,13,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,14,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,15,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,16,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,17,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,18,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,19,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,1,greedy,Salad,20,agents=1-model=greedy-recipe=Salad,56,0,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,1,agents=2-model=greedy_greedy-recipe=Salad,38,3,1,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,2,agents=2-model=greedy_greedy-recipe=Salad,40,10,1,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,3,agents=2-model=greedy_greedy-recipe=Salad,77,30,1,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,4,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,5,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,6,agents=2-model=greedy_greedy-recipe=Salad,46,12,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,7,agents=2-model=greedy_greedy-recipe=Salad,60,19,4,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,8,agents=2-model=greedy_greedy-recipe=Salad,41,12,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,9,agents=2-model=greedy_greedy-recipe=Salad,100,2,0,False
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,10,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,11,agents=2-model=greedy_greedy-recipe=Salad,46,10,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,12,agents=2-model=greedy_greedy-recipe=Salad,40,7,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,13,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,14,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,15,agents=2-model=greedy_greedy-recipe=Salad,39,12,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,16,agents=2-model=greedy_greedy-recipe=Salad,53,14,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,17,agents=2-model=greedy_greedy-recipe=Salad,100,0,0,False
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,18,agents=2-model=greedy_greedy-recipe=Salad,34,6,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,19,agents=2-model=greedy_greedy-recipe=Salad,62,16,0,True
trial_16,cooks,87.5,2,4,2,greedy_greedy,Salad,20,agents=2-model=greedy_greedy-recipe=Salad,46,16,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,1,agents=2-model=bd_bd-recipe=Salad,29,21,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,2,agents=2-model=bd_bd-recipe=Salad,33,20,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,3,agents=2-model=bd_bd-recipe=Salad,31,16,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,4,agents=2-model=bd_bd-recipe=Salad,29,15,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,5,agents=2-model=bd_bd-recipe=Salad,28,11,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,6,agents=2-model=bd_bd-recipe=Salad,29,16,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,7,agents=2-model=bd_bd-recipe=Salad,31,16,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,8,agents=2-model=bd_bd-recipe=Salad,29,14,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,9,agents=2-model=bd_bd-recipe=Salad,33,17,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,10,agents=2-model=bd_bd-recipe=Salad,29,15,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,11,agents=2-model=bd_bd-recipe=Salad,33,17,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,12,agents=2-model=bd_bd-recipe=Salad,31,20,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,13,agents=2-model=bd_bd-recipe=Salad,29,16,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,14,agents=2-model=bd_bd-recipe=Salad,33,25,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,15,agents=2-model=bd_bd-recipe=Salad,33,19,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,16,agents=2-model=bd_bd-recipe=Salad,28,13,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,17,agents=2-model=bd_bd-recipe=Salad,32,14,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,18,agents=2-model=bd_bd-recipe=Salad,33,23,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,19,agents=2-model=bd_bd-recipe=Salad,31,14,0,True
trial_17,cooks,100.0,1,6,2,bd_bd,Salad,20,agents=2-model=bd_bd-recipe=Salad,31,16,0,True
trial_17,cooks,100.0,1,6,1,greedy,Salad,1,agents=1-model=greedy-recipe=Salad,100,49,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,2,agents=1-model=greedy-recipe=Salad,100,44,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,3,agents=1-model=greedy-recipe=Salad,100,47,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,4,agents=1-model=greedy-recipe=Salad,100,56,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,5,agents=1-model=greedy-recipe=Salad,100,49,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,6,agents=1-model=greedy-recipe=Salad,100,55,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,7,agents=1-model=greedy-recipe=Salad,100,48,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,8,agents=1-model=greedy-recipe=Salad,100,52,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,9,agents=1-model=greedy-recipe=Salad,100,44,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,10,agents=1-model=greedy-recipe=Salad,100,49,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,11,agents=1-model=greedy-recipe=Salad,100,50,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,12,agents=1-model=greedy-recipe=Salad,100,50,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,13,agents=1-model=greedy-recipe=Salad,100,46,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,14,agents=1-model=greedy-recipe=Salad,100,48,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,15,agents=1-model=greedy-recipe=Salad,100,40,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,16,agents=1-model=greedy-recipe=Salad,100,51,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,17,agents=1-model=greedy-recipe=Salad,100,55,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,18,agents=1-model=greedy-recipe=Salad,100,51,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,19,agents=1-model=greedy-recipe=Salad,100,50,0,False
trial_17,cooks,100.0,1,6,1,greedy,Salad,20,agents=1-model=greedy-recipe=Salad,100,57,0,False
trial_17,cooks,100.0,1,6,2,greedy_greedy,Salad,1,agents=2-model=greedy_greedy-recipe=Salad,72,52,0,True
trial_17,cooks,100.0,1,6,2,greedy_greedy,Salad,2,agents=2-model=greedy_greedy-recipe=Salad,100,92,0,False
trial_17,cooks,100.0,1,6,2,greedy_greedy,Salad,3,agents=2-model=greedy_greedy-recipe=Salad,100,81,0,False
