trial_id,game_id,rt,trial_num,slider_num_agents,slider_recipe,trial_stim,true_num_agents,true_recipe,slider_min_agents,slider_max_agents,slider_min_recipe,slider_max_recipe
55806fd1-55df-4030-bf4e-db58ba9bd695,2960-f1d86ca3-e144-4f85-88a1-633b77154c8e,8764.399999976158,4.0,73,77,either_agents-tomato,either_agents,tomato,1agent,2agent,tomato,onion
a94abd0c-652d-4fcd-9f0e-3b743cae632e,2960-f1d86ca3-e144-4f85-88a1-633b77154c8e,9422.899999976158,5.0,34,89,2agent-tomato,2agent,tomato,1agent,2agent,tomato,onion
972ed0de-3b68-4e27-a1c3-cda88c426686,2960-f1d86ca3-e144-4f85-88a1-633b77154c8e,11010.30000001192,6.0,26,61,2agent-either_recipe,2agent,either_recipe,1agent,2agent,tomato,onion
d1c58a66-9564-41a4-bf37-abe9610967f7,2960-f1d86ca3-e144-4f85-88a1-633b77154c8e,13514.599999964235,7.0,37,31,2agent-onion,2agent,onion,1agent,2agent,tomato,onion
ebbeaadf-ca74-4432-ae88-458b6e610203,2960-f1d86ca3-e144-4f85-88a1-633b77154c8e,14582.5,8.0,47,63,1agent-onion,1agent,onion,1agent,2agent,tomato,onion
bb00c8fe-a157-48cf-a376-d1f41b26c7d3,5793-ee565996-c278-4140-bdfb-ed32da86efb0,14315.0,0.0,0,0,1agent-tomato,1agent,tomato,1agent,2agent,tomato,onion
4782d0f5-8da2-4b8c-8405-ba5ba0163d1d,5793-ee565996-c278-4140-bdfb-ed32da86efb0,19694.0,1.0,100,0,either_agents-tomato,either_agents,tomato,1agent,2agent,tomato,onion
f74a0220-a6a6-44d9-bbc7-a544fa6c9f0e,5793-ee565996-c278-4140-bdfb-ed32da86efb0,8058.0,2.0,0,100,1agent-onion,1agent,onion,1agent,2agent,tomato,onion
b63c6080-66e6-4453-a9c4-3a3bfeef9278,5793-ee565996-c278-4140-bdfb-ed32da86efb0,17885.0,3.0,100,100,either_agents-onion,either_agents,onion,1agent,2agent,tomato,onion
d168a696-7b07-48a0-84d1-10e70236e350,5793-ee565996-c278-4140-bdfb-ed32da86efb0,19544.0,4.0,100,51,2agent-onion,2agent,onion,1agent,2agent,tomato,onion
205dbb05-741e-417a-b3bc-cef026920086,5793-ee565996-c278-4140-bdfb-ed32da86efb0,8229.0,5.0,0,43,1agent-either_recipe,1agent,either_recipe,1agent,2agent,tomato,onion
fe00a9e6-60b2-4a13-be6f-20351c785d5f,5793-ee565996-c278-4140-bdfb-ed32da86efb0,10780.0,6.0,100,25,either_agents-either_recipe,either_agents,either_recipe,1agent,2agent,tomato,onion
d8f2c325-884b-4ac2-bc96-f814a61e99b5,5793-ee565996-c278-4140-bdfb-ed32da86efb0,12219.0,7.0,100,53,2agent-tomato,2agent,tomato,1agent,2agent,tomato,onion
e9fba363-90b3-4743-b98b-d319cbbd7fe8,5793-ee565996-c278-4140-bdfb-ed32da86efb0,16160.0,8.0,38,64,2agent-either_recipe,2agent,either_recipe,1agent,2agent,tomato,onion
ce9f3757-0092-4f0a-89a9-42f8908c31fb,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,27681.0,0.0,100,50,either_agents-tomato,either_agents,tomato,1agent,2agent,tomato,onion
a904e5c6-903b-4287-a16b-35ed480eef79,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,26242.0,1.0,92,99,2agent-tomato,2agent,tomato,1agent,2agent,tomato,onion
5e3ee1af-ab55-420b-b53f-c7b98cd40a51,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,16861.0,2.0,100,51,either_agents-either_recipe,either_agents,either_recipe,1agent,2agent,tomato,onion
8bc7ee63-6978-494d-aae4-a2edceeb3a4b,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,21998.0,3.0,0,59,1agent-either_recipe,1agent,either_recipe,1agent,2agent,tomato,onion
b02baeb8-0e58-4fb4-bd5b-8aa5db68a2ba,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,20464.0,4.0,100,86,2agent-either_recipe,2agent,either_recipe,1agent,2agent,tomato,onion
191d9215-5f5f-4ce5-af79-c38658c10478,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,13782.0,5.0,100,85,1agent-onion,1agent,onion,1agent,2agent,tomato,onion
f58217d3-7d51-4519-b983-71f8720fc6a6,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,12745.0,6.0,90,0,1agent-tomato,1agent,tomato,1agent,2agent,tomato,onion
39eb120a-32e9-4670-84ac-6b700762fd51,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,13428.99999999997,7.0,87,31,2agent-onion,2agent,onion,1agent,2agent,tomato,onion
4b4b1e20-9ded-452c-95ba-67611248e965,1481-e9ef84f3-db8a-4b81-b8a5-4f884896f847,14077.99999999997,8.0,97,22,either_agents-onion,either_agents,onion,1agent,2agent,tomato,onion
